regime,macro_mae,macro_smape,macro_mase,micro_mae,micro_smape,micro_mase,model
low,0.010896456280821249,1.4017619882759296,1.0232091582417258,0.009960667494393833,1.470442106749149,0.94845767684338,naive
med,0.012401422443376347,1.5750142498449846,1.149930181176433,0.011820063397630257,1.5471360741030191,1.1108619883350663,naive
high,0.011425789882196113,1.464756652712822,1.0552822327115359,0.011656098412402437,1.4173207902638925,1.0665989933663895,naive
low,0.010332827309244558,1.7264080173090885,0.9691391483581493,0.008131025643054898,1.6295207011784223,0.771617640454838,lin_lags
med,0.008136505536227063,1.6646196137775073,0.7578884349215727,0.007878650220533932,1.6800999900569087,0.7414417354240215,lin_lags
high,0.007027279272733722,1.4906507031992078,0.6387982138039243,0.007864649818636646,1.568236352781118,0.7118313969887092,lin_lags
